OCCRNC_YEAR,OCCRNC_MM,PATNT_CNT,OCCRNC_CNT,OCCRNC_AREA
2016,03,50,2,부산
2016,03,6,2,대구
2016,03,3,1,인천
2016,03,77,4,경기
2016,02,20,2,서울
2016,02,2,1,강원
2016,02,5,1,충남
2016,02,6,1,전북
2016,02,5,1,경남
2016,02,8,1,대구
2016,02,5,2,경기
2016,01,5,2,서울
2016,01,14,1,충남
2016,01,5,1,전북
2016,01,7,1,전남
2016,01,19,1,경남
2016,01,2,1,대구
2016,01,5,1,인천
2016,01,41,6,경기
2015,12,150,5,서울
2015,12,2,1,강원
2015,12,35,1,충북
2015,12,14,2,충남
2015,12,6,1,전북
2015,12,21,2,경남
2015,12,11,3,대구
2015,12,20,1,인천
2015,12,16,3,경기
2015,11,10,2,서울
2015,11,2,1,충북
2015,11,6,2,충남
2015,11,55,2,전남
2015,11,57,3,경북
2015,11,15,3,경남
2015,11,17,4,인천
2015,11,41,1,울산
2015,11,18,6,경기
2015,10,11,2,서울
2015,10,14,4,강원
2015,10,11,1,충북
2015,10,83,2,충남
2015,10,26,2,전북
2015,10,19,2,전남
2015,10,5,1,경북
2015,10,15,4,제주
2015,10,3,1,불명
2015,10,17,2,대구
2015,10,31,1,인천
2015,10,16,1,대전
2015,10,48,11,경기
2015,09,13,2,서울
2015,09,23,4,강원
2015,09,5,1,충북
2015,09,6,1,충남
2015,09,34,2,전남
2015,09,63,3,경북
2015,09,4,1,제주
2015,09,54,3,대구
2015,09,6,2,인천
2015,09,4,1,대전
2015,09,188,8,경기
2015,08,5,2,서울
2015,08,13,3,강원
2015,08,50,3,충남
2015,08,101,7,전북
2015,08,30,4,전남
2015,08,16,1,경북
2015,08,45,2,경남
2015,08,3,1,대구
2015,08,1466,8,경기
2015,07,92,4,서울
2015,07,3,1,강원
2015,07,98,1,충북
2015,07,12,3,전북
2015,07,22,4,전남
2015,07,27,2,경남
2015,07,4,2,제주
2015,07,40,2,부산
2015,07,5,1,대구
2015,07,3,1,인천
2015,07,23,2,광주
2015,07,2,1,대전
2015,07,196,10,경기
2015,06,196,6,서울
2015,06,3,1,강원
2015,06,168,5,충남
2015,06,212,2,전북
2015,06,2,1,전남
2015,06,30,1,경북
2015,06,42,2,경남
2015,06,3,1,제주
2015,06,2,1,대구
2015,06,4,2,인천
2015,06,15,2,광주
2015,06,12,1,대전
2015,06,6,1,울산
2015,06,57,5,경기
2015,05,13,1,서울
2015,05,11,2,강원
2015,05,37,1,충북
2015,05,30,1,전북
2015,05,48,3,전남
2015,05,5,1,경남
2015,05,9,1,제주
2015,05,9,1,불명
2015,05,21,2,부산
2015,05,14,1,대구
2015,05,60,4,인천
2015,05,2,1,대전
2015,05,4,1,세종
2015,05,230,7,경기
2015,04,79,5,서울
2015,04,10,2,강원
2015,04,28,2,충북
2015,04,4,1,충남
2015,04,3,1,전남
2015,04,57,1,경북
2015,04,37,3,경남
2015,04,11,1,부산
2015,04,35,1,대구
2015,04,6,1,인천
2015,04,25,2,광주
2015,04,5,1,대전
2015,04,102,9,경기
2015,03,146,4,서울
2015,03,26,2,강원
2015,03,45,1,충북
2015,03,6,1,충남
2015,03,6,1,전남
2015,03,34,2,경북
2015,03,4,1,제주
2015,03,6,1,부산
2015,03,3,1,인천
2015,03,44,1,광주
2015,03,92,8,경기
2015,02,51,2,서울
2015,02,3,1,강원
2015,02,9,2,충남
2015,02,6,1,전남
2015,02,3,1,경남
2015,02,6,1,제주
2015,02,13,1,인천
2015,02,58,4,경기
2015,01,9,2,서울
2015,01,20,2,강원
2015,01,3,1,충북
2015,01,21,4,충남
2015,01,50,2,전북
2015,01,21,3,전남
2015,01,20,3,경남
2015,01,8,4,대구
2015,01,4,1,인천
2015,01,3,1,광주
2015,01,58,2,울산
2015,01,105,11,경기
2014,12,67,10,서울
2014,12,21,2,강원
2014,12,25,1,충남
2014,12,14,2,전북
2014,12,16,1,전남
2014,12,152,4,경북
2014,12,4,1,경남
2014,12,3,1,부산
2014,12,64,3,대구
2014,12,73,5,인천
2014,12,10,2,광주
2014,12,26,2,대전
2014,12,6,1,울산
2014,12,139,15,경기
2014,11,99,5,서울
2014,11,8,2,강원
2014,11,17,1,충북
2014,11,4,1,충남
2014,11,4,1,전북
2014,11,41,4,전남
2014,11,19,2,경북
2014,11,2,1,경남
2014,11,8,2,제주
2014,11,2,1,대구
2014,11,7,2,인천
2014,11,30,2,대전
2014,11,3,1,울산
2014,11,98,7,경기
2014,10,15,2,서울
2014,10,3,1,강원
2014,10,72,1,충남
2014,10,5,1,전남
2014,10,17,2,경북
2014,10,5,1,경남
2014,10,32,4,제주
2014,10,10,1,불명
2014,10,18,1,부산
2014,10,3,1,대구
2014,10,8,2,인천
2014,10,2,1,대전
2014,10,33,1,울산
2014,10,13,1,세종
2014,10,21,4,경기
2014,09,16,4,서울
2014,09,50,3,충북
2014,09,7,2,충남
2014,09,6,2,전북
2014,09,25,1,전남
2014,09,3,1,경북
2014,09,53,1,불명
2014,09,35,3,광주
2014,09,4,1,대전
2014,09,14,1,울산
2014,09,48,8,경기
2014,08,915,9,서울
2014,08,43,3,충남
2014,08,19,2,전북
2014,08,12,2,전남
2014,08,6,1,경북
2014,08,5,1,제주
2014,08,15,2,부산
2014,08,59,2,인천
2014,08,4,1,광주
2014,08,58,5,울산
2014,08,293,15,경기
2014,07,103,5,서울
2014,07,6,2,강원
2014,07,70,6,충북
2014,07,19,3,충남
2014,07,9,1,경남
2014,07,5,1,제주
2014,07,3,1,대구
2014,07,30,1,인천
2014,07,2,1,광주
2014,07,19,1,울산
2014,07,218,11,경기
2014,06,403,4,서울
2014,06,31,2,강원
2014,06,14,2,충북
2014,06,160,4,전북
2014,06,187,4,전남
2014,06,8,1,경북
2014,06,6,1,제주
2014,06,5,1,불명
2014,06,36,1,인천
2014,06,41,6,울산
2014,06,64,10,경기
2014,05,6,1,서울
2014,05,24,1,충북
2014,05,30,1,충남
2014,05,34,1,전북
2014,05,68,3,전남
2014,05,23,4,경북
2014,05,5,1,경남
2014,05,9,2,제주
2014,05,8,2,부산
2014,05,1163,10,인천
2014,05,10,2,대전
2014,05,7,1,울산
2014,05,161,6,경기
2014,04,60,4,서울
2014,04,44,1,강원
2014,04,13,1,충북
2014,04,7,1,충남
2014,04,55,2,전북
2014,04,8,2,경북
2014,04,6,1,경남
2014,04,10,1,불명
2014,04,80,1,대구
2014,04,33,1,울산
2014,04,55,7,경기
2014,03,210,6,서울
2014,03,3,1,충북
2014,03,2,1,전북
2014,03,9,2,전남
2014,03,4,1,경북
2014,03,6,1,경남
2014,03,33,1,부산
2014,03,48,3,인천
2014,03,12,1,세종
2014,03,736,7,경기
2014,02,6,1,서울
2014,02,10,1,충북
2014,02,9,1,충남
2014,02,2,1,전북
2014,02,22,2,전남
2014,02,6,1,경북
2014,02,3,1,대구
2014,02,22,6,경기
2014,01,5,1,서울
2014,01,4,1,강원
2014,01,3,1,전북
2014,01,4,1,전남
2014,01,4,1,인천
2014,01,36,4,경기
2013,12,100,6,서울
2013,12,42,3,충남
2013,12,10,3,전북
2013,12,22,2,불명
2013,12,15,1,부산
2013,12,40,1,대구
2013,12,35,1,인천
2013,12,3,1,광주
2013,12,7,2,울산
2013,12,97,7,경기
2013,11,102,3,서울
2013,11,89,1,강원
2013,11,6,1,충남
2013,11,89,2,전북
2013,11,27,2,전남
2013,11,14,1,불명
2013,11,6,1,부산
2013,11,20,4,인천
2013,11,58,1,울산
2013,11,43,1,세종
2013,11,38,4,경기
2013,10,8,3,서울
2013,10,2,1,충남
2013,10,20,2,전북
2013,10,6,1,전남
2013,10,15,1,경북
2013,10,48,1,경남
2013,10,11,1,제주
2013,10,16,1,불명
2013,10,9,2,부산
2013,10,6,2,경기
2013,09,32,1,서울
2013,09,7,1,강원
2013,09,35,1,충남
2013,09,40,1,전남
2013,09,51,2,경북
2013,09,28,2,제주
2013,09,82,2,부산
2013,09,5,2,대구
2013,09,107,1,인천
2013,09,63,5,경기
2013,08,38,1,전북
2013,08,75,5,전남
2013,08,191,2,경남
2013,08,4,1,제주
2013,08,3,1,부산
2013,08,39,1,대구
2013,08,55,4,경기
2013,07,68,3,서울
2013,07,11,1,강원
2013,07,8,1,전북
2013,07,251,5,전남
2013,07,19,1,경남
2013,07,5,1,제주
2013,07,2,1,부산
2013,07,11,1,광주
2013,07,46,2,울산
2013,07,190,10,경기
2013,06,260,3,서울
2013,06,22,3,전북
2013,06,66,1,전남
2013,06,19,1,경남
2013,06,6,1,제주
2013,06,94,2,부산
2013,06,3,1,대구
2013,06,79,2,인천
2013,06,15,1,광주
2013,06,7,1,대전
2013,06,106,8,경기
2013,05,11,3,서울
2013,05,6,1,강원
2013,05,53,2,전북
2013,05,32,2,경북
2013,05,5,1,경남
2013,05,18,1,대구
2013,05,46,1,인천
2013,05,9,1,울산
2013,05,72,8,경기
2013,04,58,6,서울
2013,04,324,1,강원
2013,04,3,1,충북
2013,04,415,5,전북
2013,04,5,1,전남
2013,04,14,1,경남
2013,04,13,2,제주
2013,04,5,1,대구
2013,04,9,1,인천
2013,04,26,1,세종
2013,04,24,4,경기
2013,03,8,2,서울
2013,03,83,2,강원
2013,03,50,2,전북
2013,03,23,1,경북
2013,03,16,1,제주
2013,03,2,1,부산
2013,03,8,1,대구
2013,03,4,1,인천
2013,03,133,8,경기
2013,02,36,1,충북
2013,02,9,1,광주
2013,02,5,2,경기
2013,01,60,4,서울
2013,01,34,2,강원
2013,01,21,2,충북
2013,01,101,3,전북
2013,01,23,1,전남
2013,01,3,1,대구
2013,01,4,1,대전
2013,01,40,8,경기
2012,12,31,2,서울
2012,12,266,1,강원
2012,12,3,1,충북
2012,12,28,2,경북
2012,12,63,2,대구
2012,12,72,2,울산
2012,12,33,1,세종
2012,12,182,15,경기
2012,11,132,3,서울
2012,11,41,2,강원
2012,11,17,2,충남
2012,11,58,3,경북
2012,11,98,7,경기
2012,10,46,8,서울
2012,10,33,1,충북
2012,10,6,1,충남
2012,10,5,1,전북
2012,10,33,1,제주
2012,10,10,1,부산
2012,10,4,1,대구
2012,10,10,2,인천
2012,10,4,1,대전
2012,10,12,2,울산
2012,10,26,5,경기
2012,09,24,4,서울
2012,09,165,1,강원
2012,09,6,1,전북
2012,09,7,1,전남
2012,09,45,1,경남
2012,09,74,1,제주
2012,09,169,3,부산
2012,09,44,1,대구
2012,09,691,9,인천
2012,09,14,1,광주
2012,09,8,1,대전
2012,09,5,1,울산
2012,09,151,13,경기
2012,08,139,3,서울
2012,08,33,3,강원
2012,08,16,1,전북
2012,08,46,2,전남
2012,08,23,2,경북
2012,08,44,2,경남
2012,08,17,2,부산
2012,08,31,2,대구
2012,08,5,1,울산
2012,08,236,10,경기
2012,07,37,2,서울
2012,07,2,1,강원
2012,07,3,1,충북
2012,07,82,2,충남
2012,07,5,1,전남
2012,07,75,3,경남
2012,07,4,2,대구
2012,07,6,1,인천
2012,07,3,1,광주
2012,07,2,1,울산
2012,07,81,5,경기
2012,06,184,3,서울
2012,06,42,3,강원
2012,06,7,1,충북
2012,06,34,2,충남
2012,06,33,3,전남
2012,06,5,1,경북
2012,06,44,2,제주
2012,06,20,2,대구
2012,06,62,2,인천
2012,06,72,8,경기
2012,05,70,3,서울
2012,05,136,1,강원
2012,05,13,2,충북
2012,05,71,1,전북
2012,05,88,3,전남
2012,05,12,1,경북
2012,05,77,2,경남
2012,05,5,1,제주
2012,05,4,1,대구
2012,05,93,2,인천
2012,05,10,1,대전
2012,05,101,10,경기
2012,04,2,1,서울
2012,04,58,2,강원
2012,04,22,1,전남
2012,04,18,2,경북
2012,04,48,1,제주
2012,04,10,1,부산
2012,04,124,3,인천
2012,04,57,1,광주
2012,04,27,1,울산
2012,04,21,4,경기
2012,03,83,1,서울
2012,03,15,1,강원
2012,03,42,1,충북
2012,03,9,1,경남
2012,03,47,2,부산
2012,03,68,1,대구
2012,03,17,1,광주
2012,03,15,3,경기
2012,02,74,4,서울
2012,02,4,1,강원
2012,02,18,1,충북
2012,02,15,1,충남
2012,02,38,1,전남
2012,02,52,2,경북
2012,02,49,2,경남
2012,02,72,2,부산
2012,02,70,7,경기
2012,01,15,1,서울
2012,01,167,1,강원
2012,01,49,1,충북
2012,01,4,1,전남
2012,01,34,2,경남
2012,01,25,3,경기
2011,12,17,2,서울
2011,12,15,2,전북
2011,12,19,1,부산
2011,12,8,1,대구
2011,12,59,1,인천
2011,12,11,1,울산
2011,12,48,4,경기
2011,11,8,2,서울
2011,11,23,3,강원
2011,11,18,2,전남
2011,11,2,1,경남
2011,11,126,1,제주
2011,11,9,1,인천
2011,11,45,1,광주
2011,11,22,2,울산
2011,11,14,3,경기
2011,10,68,3,서울
2011,10,2,1,전북
2011,10,39,1,전남
2011,10,2,1,대전
2011,10,83,3,경기
2011,09,46,2,서울
2011,09,45,1,강원
2011,09,30,1,충북
2011,09,76,2,충남
2011,09,25,3,전남
2011,09,495,4,부산
2011,09,16,2,대전
2011,09,47,5,울산
2011,09,29,5,경기
2011,08,181,4,서울
2011,08,199,4,강원
2011,08,2,1,충북
2011,08,676,5,충남
2011,08,21,1,전북
2011,08,39,2,전남
2011,08,37,1,경북
2011,08,14,2,경남
2011,08,6,1,제주
2011,08,39,3,부산
2011,08,43,2,인천
2011,08,11,2,대전
2011,08,3,1,울산
2011,08,211,9,경기
2011,07,174,3,서울
2011,07,57,2,강원
2011,07,36,3,충남
2011,07,43,1,전북
2011,07,4,1,전남
2011,07,43,2,경남
2011,07,8,1,제주
2011,07,328,3,부산
2011,07,10,1,울산
2011,07,37,6,경기
2011,06,11,2,서울
2011,06,31,5,강원
2011,06,15,1,충남
2011,06,69,2,전북
2011,06,16,3,전남
2011,06,10,1,경북
2011,06,92,2,경남
2011,06,6,1,부산
2011,06,10,1,대구
2011,06,11,3,대전
2011,06,27,2,울산
2011,06,116,12,경기
2011,05,34,4,서울
2011,05,291,3,충북
2011,05,28,1,충남
2011,05,45,3,전남
2011,05,10,1,경남
2011,05,8,1,제주
2011,05,11,2,인천
2011,05,76,1,대전
2011,05,514,3,경기
2011,04,24,2,충북
2011,04,24,1,충남
2011,04,21,2,전북
2011,04,60,5,전남
2011,04,5,1,경북
2011,04,61,3,경남
2011,04,15,1,제주
2011,04,137,2,부산
2011,04,306,2,인천
2011,04,5,1,광주
2011,04,148,3,대전
2011,04,17,1,울산
2011,04,4,2,경기
2011,03,39,5,서울
2011,03,9,1,충남
2011,03,145,2,전북
2011,03,22,1,경북
2011,03,3,1,부산
2011,03,192,1,대구
2011,03,10,3,대전
2011,03,270,7,경기
2011,02,124,3,서울
2011,02,7,1,충북
2011,02,2,1,전북
2011,02,24,1,제주
2011,02,5,1,부산
2011,02,20,1,대구
2011,02,3,1,대전
2011,02,166,5,경기
2011,01,38,3,서울
2011,01,4,1,충남
2011,01,15,1,전남
2011,01,14,2,부산
2011,01,53,1,인천
2011,01,13,3,경기
2010,12,89,7,서울
2010,12,13,1,충북
2010,12,133,3,경남
2010,12,5,2,제주
2010,12,6,1,부산
2010,12,64,1,인천
2010,12,12,1,대전
2010,12,147,7,경기
2010,11,32,3,서울
2010,11,47,1,충남
2010,11,18,2,경북
2010,11,6,1,제주
2010,11,3,1,대전
2010,11,5,1,울산
2010,11,251,6,경기
2010,10,29,4,서울
2010,10,88,2,강원
2010,10,7,1,충남
2010,10,145,1,전북
2010,10,11,1,경북
2010,10,10,2,부산
2010,10,15,1,울산
2010,10,30,6,경기
2010,09,358,7,서울
2010,09,29,2,충북
2010,09,16,3,충남
2010,09,10,2,전남
2010,09,47,4,경북
2010,09,205,6,부산
2010,09,17,3,인천
2010,09,8,2,광주
2010,09,5,1,대전
2010,09,19,2,울산
2010,09,69,3,경기
2010,08,2,1,서울
2010,08,13,2,강원
2010,08,27,2,충북
2010,08,42,3,충남
2010,08,10,2,전북
2010,08,48,4,전남
2010,08,202,7,경북
2010,08,32,2,부산
2010,08,165,1,대구
2010,08,66,6,광주
2010,08,97,1,대전
2010,08,4,1,울산
2010,08,62,9,경기
2010,07,28,5,서울
2010,07,2,2,강원
2010,07,46,1,충북
2010,07,47,2,충남
2010,07,38,2,전북
2010,07,40,1,경북
2010,07,65,3,부산
2010,07,3,1,인천
2010,07,139,6,광주
2010,07,12,2,대전
2010,07,141,9,경기
2010,06,42,4,서울
2010,06,84,4,충남
2010,06,106,3,경북
2010,06,10,1,제주
2010,06,259,3,부산
2010,06,0,1,인천
2010,06,18,1,광주
2010,06,41,2,대전
2010,06,5,1,울산
2010,06,1343,9,경기
2010,05,6,1,강원
2010,05,116,4,충남
2010,05,5,1,전남
2010,05,10,2,경북
2010,05,5,1,부산
2010,05,13,1,대구
2010,05,8,1,인천
2010,05,5,1,광주
2010,05,33,3,경기
2010,04,212,3,서울
2010,04,85,1,충북
2010,04,6,1,충남
2010,04,10,1,전북
2010,04,26,1,전남
2010,04,15,3,경북
2010,04,99,2,제주
2010,04,4,1,부산
2010,04,3,1,인천
2010,04,433,6,경기
2010,03,16,2,서울
2010,03,6,1,강원
2010,03,13,2,경북
2010,03,161,2,인천
2010,03,19,3,광주
2010,03,149,5,경기
2010,02,4,1,서울
2010,02,272,3,강원
2010,02,17,2,경북
2010,02,5,1,경남
2010,02,2,1,제주
2010,02,10,1,대구
2010,02,2,1,인천
2010,02,3,1,광주
2010,02,87,1,울산
2010,02,28,5,경기
2010,01,13,2,서울
2010,01,28,1,전북
2010,01,4,1,경북
2010,01,79,2,부산
2010,01,7,1,인천
2010,01,3,1,광주
2010,01,8,1,경기
2009,12,8,1,경북
2009,12,6,1,부산
2009,12,33,3,인천
2009,12,62,1,광주
2009,12,14,3,경기
2009,11,16,3,서울
2009,11,7,1,충남
2009,11,9,1,전북
2009,11,2,1,제주
2009,11,6,1,경기
2009,10,8,1,충북
2009,10,3,1,충남
2009,10,360,2,전남
2009,10,40,2,인천
2009,10,5,1,경기
2009,09,53,4,서울
2009,09,118,1,충북
2009,09,6,1,전북
2009,09,19,2,전남
2009,09,17,2,부산
2009,09,20,2,인천
2009,09,14,2,광주
2009,09,2,1,대전
2009,09,52,5,경기
2009,08,10,2,서울
2009,08,25,3,강원
2009,08,183,3,충남
2009,08,28,2,경북
2009,08,2,1,불명
2009,08,8,2,인천
2009,08,3,1,대전
2009,08,65,4,경기
2009,07,24,3,서울
2009,07,18,1,충남
2009,07,3,1,전북
2009,07,27,2,경북
2009,07,32,3,경남
2009,07,43,4,제주
2009,07,2,1,불명
2009,07,101,2,인천
2009,07,105,1,대전
2009,07,23,2,경기
2009,06,476,6,서울
2009,06,25,2,강원
2009,06,109,2,충남
2009,06,17,1,전남
2009,06,209,3,경북
2009,06,20,1,경남
2009,06,6,1,제주
2009,06,15,1,불명
2009,06,9,1,부산
2009,06,7,2,인천
2009,06,76,2,광주
2009,06,34,2,대전
2009,06,315,5,경기
2009,05,293,7,서울
2009,05,158,1,강원
2009,05,29,1,충북
2009,05,131,3,충남
2009,05,17,2,경북
2009,05,96,2,경남
2009,05,58,1,불명
2009,05,179,3,부산
2009,05,120,2,대구
2009,05,29,3,인천
2009,05,6,1,광주
2009,05,59,2,대전
2009,05,11,1,울산
2009,05,46,7,경기
2009,04,119,6,서울
2009,04,27,1,강원
2009,04,11,1,전북
2009,04,25,1,전남
2009,04,5,1,경북
2009,04,93,4,경남
2009,04,54,1,불명
2009,04,6,1,부산
2009,04,70,2,대구
2009,04,3,1,인천
2009,04,2,1,광주
2009,04,270,3,울산
2009,04,24,3,경기
2009,03,139,3,서울
2009,03,43,1,강원
2009,03,17,2,충남
2009,03,29,1,전남
2009,03,24,1,경북
2009,03,2,1,인천
2009,03,5,2,광주
2009,03,14,2,대전
2009,03,480,7,경기
2009,02,40,7,서울
2009,02,57,3,강원
2009,02,67,1,충북
2009,02,30,2,충남
2009,02,44,4,경북
2009,02,21,1,대구
2009,02,5,1,인천
2009,02,15,3,경기
2009,01,19,2,서울
2009,01,5,1,전북
2009,01,35,2,제주
2009,01,30,1,대구
2009,01,6,1,대전
2009,01,3,1,울산
2009,01,28,6,경기
2008,12,12,2,서울
2008,12,32,1,충남
2008,12,24,3,전북
2008,12,10,1,전남
2008,12,30,1,경북
2008,12,6,1,제주
2008,12,135,3,부산
2008,12,17,1,대구
2008,12,6,1,인천
2008,12,7,2,대전
2008,12,107,3,울산
2008,12,473,7,경기
2008,11,50,4,서울
2008,11,113,4,충남
2008,11,22,4,전북
2008,11,94,3,전남
2008,11,12,1,부산
2008,11,8,1,대구
2008,11,43,4,인천
2008,11,39,1,광주
2008,11,10,2,대전
2008,11,49,5,경기
2008,10,20,2,서울
2008,10,18,2,강원
2008,10,14,1,충남
2008,10,34,3,전남
2008,10,73,3,경북
2008,10,7,1,경남
2008,10,65,6,제주
2008,10,42,3,부산
2008,10,38,4,인천
2008,10,10,2,광주
2008,10,17,4,대전
2008,10,116,6,경기
2008,09,35,4,서울
2008,09,111,4,강원
2008,09,5,1,충남
2008,09,30,3,전북
2008,09,135,5,전남
2008,09,64,2,경북
2008,09,28,2,경남
2008,09,25,3,제주
2008,09,15,2,부산
2008,09,14,2,대구
2008,09,57,6,인천
2008,09,10,1,광주
2008,09,5,1,대전
2008,09,19,2,울산
2008,09,654,13,경기
2008,08,16,3,서울
2008,08,54,4,강원
2008,08,23,1,충북
2008,08,13,1,충남
2008,08,9,1,전북
2008,08,98,7,전남
2008,08,21,2,경북
2008,08,20,1,부산
2008,08,22,1,대구
2008,08,12,4,인천
2008,08,9,2,대전
2008,08,177,5,울산
2008,08,64,6,경기
2008,07,45,7,서울
2008,07,15,1,강원
2008,07,3,1,전북
2008,07,30,2,전남
2008,07,21,3,경북
2008,07,32,2,경남
2008,07,9,2,제주
2008,07,3,1,대구
2008,07,13,2,인천
2008,07,21,1,광주
2008,07,162,6,경기
2008,06,58,3,서울
2008,06,14,1,강원
2008,06,13,1,충북
2008,06,170,3,충남
2008,06,23,3,전남
2008,06,83,2,경북
2008,06,10,1,제주
2008,06,225,3,부산
2008,06,157,3,대구
2008,06,135,3,인천
2008,06,7,2,대전
2008,06,220,5,울산
2008,06,141,6,경기
2008,05,15,4,서울
2008,05,91,2,강원
2008,05,6,1,전북
2008,05,33,2,전남
2008,05,178,4,경북
2008,05,4,1,부산
2008,05,14,1,인천
2008,05,2,1,광주
2008,05,66,3,대전
2008,05,218,9,경기
2008,04,17,2,서울
2008,04,54,1,강원
2008,04,99,1,충북
2008,04,8,1,충남
2008,04,45,2,경북
2008,04,129,1,제주
2008,04,5,2,부산
2008,04,191,4,대구
2008,04,15,2,인천
2008,04,3,1,광주
2008,04,10,3,대전
2008,04,100,7,울산
2008,04,75,4,경기
2008,03,28,2,서울
2008,03,2,1,강원
2008,03,160,1,충북
2008,03,26,1,충남
2008,03,18,1,전남
2008,03,37,3,경북
2008,03,141,1,부산
2008,03,3,1,대구
2008,03,2,1,인천
2008,03,5,2,대전
2008,03,195,3,울산
2008,03,63,6,경기
2008,02,22,4,서울
2008,02,47,1,전남
2008,02,3,1,경북
2008,02,6,2,대구
2008,02,5,1,광주
2008,02,7,2,대전
2008,02,4,1,울산
2008,02,50,2,경기
2008,01,34,1,서울
2008,01,6,1,전북
2008,01,2,1,전남
2008,01,8,1,경남
2008,01,18,1,대구
2008,01,6,2,인천
2008,01,5,1,울산
2008,01,98,5,경기
2007,12,10,3,서울
2007,12,7,1,전남
2007,12,76,4,경북
2007,12,19,1,인천
2007,12,3,1,광주
2007,12,65,2,대전
2007,12,4,1,울산
2007,12,90,8,경기
2007,11,15,3,서울
2007,11,77,6,강원
2007,11,13,1,충북
2007,11,13,1,충남
2007,11,22,1,전북
2007,11,5,1,전남
2007,11,19,2,경북
2007,11,15,1,경남
2007,11,17,1,제주
2007,11,8,3,대구
2007,11,3,1,인천
2007,11,3,1,대전
2007,11,8,2,울산
2007,11,76,8,경기
2007,10,11,3,서울
2007,10,23,1,강원
2007,10,45,2,전북
2007,10,9,2,전남
2007,10,13,2,경북
2007,10,11,1,경남
2007,10,128,1,부산
2007,10,10,3,대구
2007,10,2,1,인천
2007,10,3,1,대전
2007,10,5,2,울산
2007,10,27,6,경기
2007,09,23,6,서울
2007,09,169,4,강원
2007,09,100,3,전북
2007,09,69,5,전남
2007,09,9,1,경북
2007,09,226,2,제주
2007,09,255,4,부산
2007,09,23,2,대구
2007,09,283,5,인천
2007,09,70,2,광주
2007,09,15,4,대전
2007,09,3,1,울산
2007,09,98,5,경기
2007,08,6,2,서울
2007,08,36,6,강원
2007,08,59,1,충북
2007,08,15,3,충남
2007,08,5,2,전북
2007,08,115,11,전남
2007,08,53,10,경북
2007,08,9,2,경남
2007,08,6,1,제주
2007,08,166,5,부산
2007,08,23,4,대구
2007,08,86,10,인천
2007,08,22,1,광주
2007,08,2,1,대전
2007,08,18,3,울산
2007,08,133,14,경기
2007,07,55,5,서울
2007,07,46,3,충북
2007,07,64,1,충남
2007,07,12,3,전북
2007,07,67,3,전남
2007,07,142,10,경북
2007,07,112,1,경남
2007,07,6,1,제주
2007,07,27,2,부산
2007,07,74,4,인천
2007,07,2,1,대전
2007,07,8,3,울산
2007,07,234,12,경기
2007,06,24,4,서울
2007,06,113,2,강원
2007,06,23,1,충북
2007,06,56,4,충남
2007,06,314,3,전북
2007,06,395,3,전남
2007,06,128,5,경북
2007,06,128,5,경남
2007,06,193,5,부산
2007,06,2,1,대구
2007,06,27,2,인천
2007,06,67,5,대전
2007,06,7,1,울산
2007,06,326,15,경기
2007,05,162,8,서울
2007,05,260,10,강원
2007,05,188,2,충북
2007,05,20,2,충남
2007,05,52,2,전북
2007,05,205,3,전남
2007,05,4,1,경북
2007,05,33,1,경남
2007,05,93,5,부산
2007,05,38,3,대구
2007,05,46,6,인천
2007,05,8,2,광주
2007,05,8,2,대전
2007,05,95,6,울산
2007,05,84,12,경기
2007,04,36,2,서울
2007,04,8,1,강원
2007,04,16,1,충북
2007,04,23,1,충남
2007,04,302,6,전북
2007,04,44,3,전남
2007,04,9,1,경북
2007,04,23,1,경남
2007,04,55,3,제주
2007,04,7,1,부산
2007,04,165,5,인천
2007,04,12,3,대전
2007,04,42,5,울산
2007,04,217,9,경기
2007,03,69,5,서울
2007,03,101,6,강원
2007,03,31,1,충남
2007,03,215,10,전북
2007,03,5,1,전남
2007,03,9,2,부산
2007,03,190,1,대구
2007,03,4,2,인천
2007,03,10,1,광주
2007,03,16,2,대전
2007,03,13,2,울산
2007,03,157,8,경기
2007,02,19,3,서울
2007,02,33,2,강원
2007,02,21,1,전남
2007,02,11,2,경북
2007,02,9,1,경남
2007,02,5,1,제주
2007,02,13,3,부산
2007,02,15,1,인천
2007,02,8,2,대전
2007,02,16,1,울산
2007,02,127,11,경기
2007,01,75,4,서울
2007,01,23,3,강원
2007,01,90,2,전북
2007,01,104,4,전남
2007,01,2,1,경북
2007,01,196,1,대구
2007,01,66,7,인천
2007,01,16,1,광주
2007,01,3,1,대전
2007,01,155,7,경기
2006,12,77,6,서울
2006,12,236,5,강원
2006,12,105,2,충남
2006,12,63,2,전북
2006,12,4,1,전남
2006,12,44,2,경북
2006,12,43,2,경남
2006,12,3,1,제주
2006,12,20,2,인천
2006,12,137,3,광주
2006,12,183,1,울산
2006,12,615,13,경기
2006,11,115,3,서울
2006,11,10,1,강원
2006,11,48,1,충남
2006,11,8,1,경북
2006,11,5,1,인천
2006,11,4,1,경기
2006,10,36,4,서울
2006,10,12,1,충남
2006,10,40,4,전남
2006,10,2,1,경북
2006,10,68,1,제주
2006,10,37,1,대구
2006,10,21,3,경기
2006,09,173,6,서울
2006,09,195,5,강원
2006,09,85,1,충남
2006,09,88,1,전북
2006,09,72,2,전남
2006,09,35,1,경북
2006,09,201,1,부산
2006,09,2,1,대구
2006,09,105,4,인천
2006,09,22,1,광주
